""	205
"onethe"	1
"onewith"	1
"oni"	1
"online"	4
"only"	279
"onlyaye"	1
"oozed"	1
"oozes"	1
"oozing"	1
"opaque"	2
"open"	32
"opened"	5
"opening"	6
"opens"	1
"operate"	2
"operated"	1
"operations"	4
"operative"	1
"operatives"	3
"opinion"	12
"opinions"	4
"opiumeaters"	1
"oportet"	1
"opponents"	1
"opportunities"	4
"opportunity"	8
"opposed"	2
"opposite"	16
"opposition"	3
"oppressed"	1
"oppression"	1
"or"	956
"oracle"	1
"oracles"	2
"oracular"	1
"orator"	3
"oratorios"	1
"orators"	2
"orb"	1
"orbit"	4
"orchard"	4
"orchards"	1
"orchardsraise"	1
"order"	27
"ordered"	1
"orders"	1
"ordinances"	1
"ordinary"	3
"ore"	1
"organ"	2
"organic"	1
"organization"	1
"organizations"	2
"organized"	2
"organizes"	1
"organizing"	1
"organs"	3
"oriental"	1
"orientals"	2
"origin"	3
"original"	11
"originality"	1
"originally"	5
"originator"	1
"origine"	1
"oriole"	1
"oritur"	1
"orleans"	1
"ornament"	2
"ornamental"	1
"ornamented"	1
"ornaments"	9
"ornithology"	2
"orphan"	1
"orphans"	1
"orpheus"	2
"oscillation"	1
"ostriches"	1
"other"	180
"others"	43
"otherwise"	6
"otter"	1
"ottomans"	1
"ought"	3
"our"	312
"ours"	2
"ourselves"	18
"oust"	1
"out"	242
"outand"	1
"outdated"	1
"outdoors"	1
"outer"	1
"outgoes"	5
"outgrow"	1
"outhow"	1
"outlandish"	2
"outlet"	4
"outlets"	1
"outline"	3
"outlines"	3
"outlive"	2
"outlived"	1
"outlying"	1
"outmost"	1
"outoftheway"	1
"outright"	1
"outset"	1
"outside"	12
"outskirts"	6
"outward"	11
"outwardly"	1
"outweigh"	1
"outwit"	1
"ova"	1
"oven"	2
"over"	187
"overand"	1
"overarching"	1
"overcame"	1
"overcast"	3
"overcome"	5
"overflow"	2
"overflowed"	2
"overflowing"	1
"overgrown"	1
"overhang"	1
"overhanging"	2
"overhead"	9
"overhung"	2
"overlaid"	2
"overlap"	2
"overlapping"	1
"overlooked"	1
"overlooking"	1
"overrated"	1
"overrates"	1
"overrun"	3
"oversee"	1
"overseer"	2
"overseers"	2
"overshadow"	1
"overshadowed"	1
"overshadows"	2
"oversights"	1
"overtake"	3
"overtook"	1
"overwhelmed"	1
"overwhelming"	2
"owed"	3
"owing"	11
"owl"	6
"owls"	3
"own"	123
"owned"	1
"owner"	15
"owners"	1
"owning"	1
"owns"	5
"ox"	4
"oxen"	11
"oxford"	1
"pace"	6
"paces"	3
"pacific"	3
"pacing"	1
"pack"	4
"packed"	1
"pad"	1
"paddle"	2
"paddled"	3
"paddling"	3
"paganini"	1
"page"	5
"pages"	6
"pagoda"	1
"paid"	20
"pail"	7
"pailful"	2
"pailfuls"	1
"pain"	5
"painful"	1
"painotherwise"	1
"pains"	8
"paint"	7
"painted"	1
"painter"	1
"painters"	1
"paintings"	2
"pair"	6
"pairs"	2
"palace"	8
"palaces"	2
"palatable"	2
"palate"	1
"palaver"	1
"pale"	2
"palestine"	1
"paley"	4
"palm"	2
"palmleaf"	2
"palpitation"	1
"paltry"	2
"pampas"	1
"panacea"	1
"panem"	1
"pangs"	1
"pans"	2
"pantaloon"	1
"pantaloons"	3
"panting"	1
"pantry"	1
"pants"	1
"pap"	1
"paper"	13
"papers"	3
"papersand"	1
"paperwork"	1
"paphlagonian"	1
"papill"	1
"par"	1
"parable"	2
"parablemaker"	1
"parade"	3
"paradise"	1
"paragraph"	11
"paragraphs"	3
"parasitic"	1
"parasol"	2
"parc"	1
"parched"	1
"parching"	1
"parchment"	1
"pardon"	5
"pare"	1
"parent"	5
"parents"	1
"parings"	1
"paris"	5
"parish"	5
"parisian"	1
"park"	1
"parliamentary"	1
"parlor"	6
"parlors"	1
"parole"	2
"parrs"	1
"parsnips"	1
"parson"	2
"part"	111
"partakes"	2
"parted"	1
"partial"	5
"partially"	5
"particles"	1
"particular"	31
"particularly"	15
"particulars"	1
"parties"	1
"partition"	3
"partitions"	1
"partly"	13
"partook"	1
"partridge"	11
"partridges"	2
"partridgesby"	1
"parts"	18
"party"	5
"pass"	12
"passable"	1
"passably"	1
"passage"	11
"passages"	1
"passed"	26
"passengers"	2
"passers"	1
"passes"	7
"passing"	8
"passion"	1
"passions"	2
"passive"	1
"password"	1
"past"	18
"pastime"	3
"pastoral"	2
"pasture"	9
"pastures"	8
"pasturing"	1
"patagonian"	1
"patch"	3
"patches"	1
"patent"	3
"patented"	1
"path"	20
"pathetically"	1
"paths"	3
"patience"	1
"patrem"	1
"patremfamilias"	1
"patriarch"	1
"patrick"	1
"patriot"	2
"patriotic"	1
"patriotism"	3
"patriots"	2
"patroclus"	3
"patron"	1
"patrons"	1
"patterer"	1
"pattering"	1
"patterns"	4
"paulatim"	1
"paunched"	1
"paunches"	1
"pauper"	2
"pause"	3
"paused"	1
"pauses"	2
"pausing"	2
"pave"	1
"paved"	1
"pavement"	1
"paver"	1
"paving"	1
"paw"	3
"paws"	3
"pay"	33
"paying"	6
"payments"	3
"pays"	1
"peace"	5
"peaceable"	1
"peaceably"	1
"peaceful"	5
"peak"	1
"peaked"	1
"peaks"	2
"pear"	1
"pearls"	1
"pearly"	2
"peas"	6
"peasant"	1
"peat"	1
"pebble"	1
"pebbly"	1
"peck"	4
"pecked"	2
"peculiar"	8
"peculiarities"	1
"peculiarity"	1
"peculiarly"	1
"pecunia"	1
"pecuniary"	6
"pedagogue"	1
"pedantic"	1
"peddled"	1
"peddles"	1
"pedestal"	1
"pedro"	1
"peel"	1
"peeled"	1
"peeling"	1
"peep"	2
"peeping"	3
"peering"	2
"peetweets"	1
"peg"	2
"peleus"	1
"pellicle"	1
"pellucid"	1
"pelting"	1
"pen"	1
"penalty"	3
"penance"	2
"pencil"	2
"pendants"	1
"penetrate"	3
"penetrated"	2
"penetrates"	1
"peninsular"	1
"penitent"	1
"penknife"	1
"penn"	1
"penny"	2
"pennypost"	1
"penobscot"	1
"people"	31
"peoples"	1
"peopling"	1
"peppered"	1
"per"	2
"perceive"	12
"perceived"	3
"perceptible"	1
"perceptibly"	1
"perception"	3
"perch"	20
"perchance"	39
"perching"	1
"perennial"	8
"perennially"	1
"perfect"	14
"perfected"	1
"perfection"	1
"perfectly"	7
"perform"	2
"performance"	2
"performances"	3
"performed"	3
"performing"	3
"perfumed"	1
"perhaps"	79
"perils"	1
"period"	11
"periodic"	1
"periodical"	1
"periods"	2
"periplus"	1
"permanent"	5
"permanently"	3
"permission"	9
"permit"	2
"permits"	1
"permitted"	6
"perouseuniversal"	1
"perpendicular"	2
"perpetual"	4
"perpetuate"	1
"perplexed"	1
"perplexity"	1
"perseverance"	1
"persevere"	1
"persian"	3
"persidaque"	1
"person"	18
"personal"	1
"persons"	5
"perspiration"	3
"persuade"	2
"persuaded"	1
"persuasion"	1
"persuasiveness"	1
"pertinacity"	1
"pertinent"	2
"pertinently"	1
"perturbation"	1
"pervade"	1
"pervaded"	1
"perverted"	1
"pest"	1
"peterboro"	1
"petersburg"	1
"petition"	3
"petitioning"	3
"petty"	5
"pewee"	1
"pfeiffer"	1
"pg"	1
"pglaf"	1
"phaeton"	1
"pharaohs"	1
"phbe"	2
"pheasant"	1
"phebe"	1
"phenomena"	5
"phenomenon"	5
"philadelphia"	1
"philanthropic"	4
"philanthropies"	1
"philanthropist"	2
"philanthropists"	1
"philanthropy"	5
"philosopher"	17
"philosophers"	8
"philosophersconnecticut"	1
"philosophical"	3
"philosophy"	14
"phnicians"	1
"phrase"	6
"phthia"	1
"physical"	11
"physically"	1
"piazza"	1
"pick"	7
"picked"	3
"pickerel"	11
"pickerelweed"	1
"picking"	5
"picks"	2
"picture"	7
"picturesque"	1
"piece"	8
"piecemeal"	1
"pieces"	4
"pierce"	2
"pierthere"	1
"piety"	2
"pig"	3
"pigeons"	6
"pigweedthats"	1
"pikestaff"	1
"pile"	9
"piled"	2
"piles"	1
"pilgrim"	1
"pilgrimage"	1
"pilgrims"	1
"piling"	1
"pill"	1
"pillarseven"	1
"pillow"	1
"pilot"	1
"pilots"	1
"pilpay"	1
"pine"	33
"pines"	22
"pinions"	3
"pinnate"	1
"pinned"	2
"pint"	1
"pinweeds"	1
"piny"	1
"pious"	3
"pipe"	6
"piper"	1
"pipergrasshave"	1
"pipewort"	1
"pirouetting"	1
"piscine"	1
"pistol"	1
"pistoriensis"	1
"pit"	1
"pitch"	6
"pitchpine"	9
"pitchpines"	4
"pitfashion"	1
"pitied"	3
"pitiful"	1
"pitted"	1
"pity"	6
"pius"	1
"place"	59
"placed"	11
"places"	14
"placid"	1
"placing"	1
"plain"	11
"plainly"	5
"plains"	5
"plan"	1
"plane"	1
"planed"	1
"planet"	3
"planetary"	1
"plank"	4
"planks"	1
"planning"	1
"plant"	10
"plantation"	2
"planted"	10
"planting"	5
"plants"	9
"plaster"	5
"plastered"	3
"plasterer"	1
"plasterers"	1
"plastering"	8
"plastic"	2
"plate"	4
"plateau"	1
"plates"	1
"platform"	1
"plato"	2
"platos"	2
"play"	14
"played"	8
"playing"	4
"plays"	1
"plead"	2
"pleadings"	1
"pleasant"	18
"pleasanter"	1
"pleasantest"	1
"pleasantly"	1
"pleasantlylarge"	1
"please"	7
"pleased"	8
"pleases"	2
"pleasing"	5
"pleasure"	5
"pleasures"	1
"plectrum"	1
"pledged"	1
"pleiades"	1
"plenty"	3
"plodding"	1
"plotsnow"	1
"plough"	6
"ploughing"	5
"ploughmen"	1
"ploughs"	1
"ploughshare"	1
"plow"	3
"plowed"	1
"plucked"	6
"plucks"	1
"plug"	1
"plum"	1
"plumage"	2
"plumes"	4
"plump"	1
"plumper"	1
"plunge"	1
"plunges"	1
"plus"	2
"plutus"	1
"plymouth"	1
"po"	1
"pocket"	4
"pocketif"	1
"pockets"	2
"pods"	1
"poem"	1
"poesy"	1
"poet"	17
"poetic"	6
"poetry"	13
"poets"	9
"point"	22
"pointed"	2
"pointing"	2
"points"	8
"poison"	3
"poisonous"	1
"poked"	1
"polar"	1
"pole"	4
"poles"	1
"polestar"	2
"policy"	3
"polish"	1
"polished"	1
"polite"	1
"politeness"	1
"political"	5
"politicians"	5
"politics"	1
"polk"	1
"pollen"	1
"polltax"	1
"pomp"	1
"pond"	196
"ponda"	1
"pondhole"	1
"ponds"	25
"pondside"	1
"pontificate"	1
"pool"	2
"pools"	1
"poor"	63
"poorer"	4
"poorest"	2
"poorhouse"	1
"poorly"	1
"poorpoor"	1
"pop"	1
"popes"	1
"popguns"	1
"poplar"	1
"population"	2
"populous"	2
"porch"	1
"porcius"	1
"pore"	1
"pores"	1
"pork"	3
"porridge"	1
"port"	6
"portentous"	1
"porticoes"	1
"portion"	13
"portionless"	1
"portions"	2
"ports"	3
"portugal"	1
"portulaca"	1
"position"	13
"positive"	3
"posse"	1
"possess"	2
"possessed"	6
"possession"	8
"possessor"	2
"possibility"	4
"possible"	25
"possibly"	11
"postage"	1
"posted"	4
"posterity"	6
"postmaker"	1
"postoffice"	4
"postpone"	1
"posts"	3
"posture"	1
"pot"	3
"potamogetons"	1
"potash"	1
"potato"	7
"potatoes"	15
"potatorot"	1
"potherbs"	1
"pots"	3
"potter"	3
"potters"	2
"pottery"	3
"potye"	1
"poultry"	1
"pound"	1
"pounds"	4
"poundsi"	1
"poured"	2
"pout"	1
"pouts"	3
"poutsthey"	1
"poverty"	14
"povertystricken"	1
"powder"	2
"powderbut"	1
"powdermonkeys"	1
"powdery"	1
"power"	12
"powerful"	3
"powerless"	1
"powers"	3
"powwow"	1
"practical"	8
"practically"	12
"practice"	5
"practiced"	1
"practise"	5
"practised"	3
"practising"	2
"prairie"	4
"prairies"	3
"praise"	5
"praised"	1
"praises"	2
"pranks"	3
"pray"	8
"prayed"	1
"prayer"	2
"prayers"	2
"preach"	1
"preacher"	4
"preaching"	1
"precede"	1
"preceded"	1
"precedents"	1
"precedes"	2
"preceding"	1
"precept"	2
"precepts"	1
"precious"	8
"precise"	1
"precisely"	5
"precision"	3
"precocious"	1
"precursors"	1
"predecessors"	1
"predicament"	1
"predict"	1
"preface"	2
"prefer"	3
"preferred"	6
"preferring"	2
"pregnant"	1
"prejudice"	1
"prejudices"	2
"premises"	6
"premium"	1
"prepare"	5
"prepared"	6
"preparedly"	1
"prepares"	1
"preparing"	3
"prescribe"	2
"prescribed"	1
"presence"	6
"present"	39
"presentable"	1
"presented"	3
"presently"	1
"presents"	2
"preservation"	1
"preserve"	11
"preserved"	5
"preservepot"	1
"preserves"	4
"preserving"	1
"presided"	1
"presidency"	2
"president"	2
"press"	3
"pressed"	3
"pressing"	3
"pressure"	3
"pressurenews"	1
"presume"	3
"presuming"	1
"presumption"	1
"pretend"	3
"pretending"	1
"pretends"	1
"pretensions"	1
"pretext"	1
"pretty"	4
"prevail"	6
"prevailed"	1
"prevailing"	1
"prevails"	2
"prevalence"	1
"prevalent"	1
"prevent"	4
"prevented"	4
"prevents"	3
"previous"	6
"previously"	2
"prey"	4
"preying"	1
"price"	11
"pricecurrent"	1
"priceless"	1
"prices"	2
"pricescurrent"	1
"pride"	2
"pried"	1
"priest"	6
"priests"	1
"prime"	2
"primers"	1
"primeval"	1
"primitive"	17
"primitus"	1
"primoribus"	1
"prince"	5
"princes"	1
"princess"	1
"principal"	5
"principle"	6
"principles"	5
"principlethe"	1
"print"	6
"printed"	9
"printing"	1
"prints"	1
"prison"	6
"prisoner"	3
"prisoners"	3
"prisonfor"	1
"prisons"	3
"privacy"	1
"private"	9
"privates"	1
"privilege"	4
"privileged"	1
"privileges"	2
"prize"	1
"prized"	1
"probability"	1
"probable"	1
"probably"	32
"probe"	1
"problem"	5
"problems"	4
"proceed"	1
"proceeded"	3
"proceeding"	1
"proceeds"	2
"process"	3
"processand"	1
"processing"	1
"procession"	2
"proclaim"	1
"proclaimed"	1
"procure"	1
"procured"	1
"procuring"	1
"produce"	11
"produced"	12
"produces"	6
"producing"	2
"product"	1
"production"	2
"productions"	1
"productive"	1
"products"	2
"profaned"	5
"profanity"	1
"profess"	1
"professed"	2
"professing"	1
"profession"	3
"professions"	3
"professionsall"	1
"professor"	3
"professors"	3
"profiles"	1
"profit"	3
"profitably"	1
"profited"	1
"profits"	3
"profound"	1
"progenitors"	1
"progress"	6
"progressing"	1
"prohibition"	1
"project"	88
"projecting"	2
"prolific"	1
"prolonged"	3
"prominent"	1
"prominently"	2
"promise"	1
"promised"	2
"promises"	1
"promising"	5
"promontories"	1
"promontory"	2
"promoting"	2
"promotion"	1
"prompt"	1
"prompting"	1
"pronoun"	1
"pronounce"	3
"pronounced"	2
"pronunciation"	1
"proof"	3
"proofread"	1
"proofsheets"	1
"prop"	1
"proper"	12
"properly"	4
"propertied"	1
"property"	20
"propertythough"	1
"prophesied"	3
"prophets"	1
"propitious"	1
"proportion"	20
"proportionally"	3
"proportionate"	1
"proportions"	2
"proportionsthey"	1
"propose"	3
"proposed"	3
"proposes"	2
"propped"	1
"proprietary"	1
"proprietor"	4
"proprietors"	2
"propriety"	1
"prospect"	6
"prospecting"	1
"prospects"	4
"prosperity"	1
"prostrate"	2
"protect"	3
"protected"	8
"protection"	5
"prototype"	1
"protracted"	1
"proud"	6
"prove"	6
"proved"	5
"provender"	2
"proverb"	1
"proves"	4
"provide"	11
"provided"	11
"providence"	1
"providing"	5
"province"	1
"provinces"	1
"provincial"	3
"proving"	3
"provision"	1
"provisions"	2
"provocations"	1
"provoke"	1
"provokedgoaded"	1
"prowling"	3
"prtors"	1
"prudence"	3
"prudent"	2
"psalm"	2
"public"	18
"publicans"	1
"publish"	2
"published"	2
"puddle"	1
"puddles"	3
"puff"	1
"puffball"	1
"pulchellus"	1
"pulchre"	1
"pull"	4
"pulled"	8
"pulley"	1
"pulling"	1
"pulls"	1
"pulp"	1
"pulptadpoles"	1
"pulpy"	2
"pulse"	2
"pulsing"	1
"pumila"	1
"pump"	2
"pumped"	1
"pumpkin"	4
"pumpkins"	2
"punctuality"	1
"punish"	1
"punished"	2
"punishment"	1
"punishments"	1
"punitive"	1
"puny"	3
"pupil"	1
"pups"	2
"purana"	1
"purchase"	1
"purchaser"	1
"pure"	24
"purely"	4
"purer"	4
"purest"	1
"purgative"	1
"puri"	1
"purification"	1
"purified"	1
"purifies"	1
"purify"	1
"purifying"	1
"puritan"	1
"purity"	18
"purlins"	1
"purple"	1
"purpose"	22
"purposebecause"	1
"purposely"	1
"purposes"	5
"purprestures"	1
"purse"	1
"purslane"	1
"pursue"	8
"pursued"	5
"pursuers"	2
"pursuing"	3
"pursuit"	6
"pursuits"	8
"pushed"	3
"pushes"	1
"pushing"	6
"put"	75
"putrid"	1
"puts"	9
"putting"	9
"putty"	1
"puzzle"	3
"puzzled"	1
"pygmies"	4
"pygmy"	1
"pyramids"	2
"pyrrha"	1
"pythagorean"	1
"qu"	1
"quack"	2
"quacks"	1
"quadruped"	1
"quadrupeds"	2
"quaffs"	1
"quaking"	1
"quakings"	1
"qualified"	1
"qualities"	5
"quality"	9
"quantities"	2
"quantity"	5
"quarrel"	3
"quarreland"	1
"quarter"	14
"quarters"	9
"quarts"	2
"quartz"	1
"queen"	4
"queens"	1
"queer"	1
"queerest"	1
"quenched"	1
"question"	16
"questionable"	1
"questioned"	1
"questions"	13
"quick"	2
"quickly"	1
"quicksands"	3
"quicksilver"	1
"quiet"	6
"quieted"	1
"quietly"	3
"quirks"	1
"quite"	35
"quivering"	1
"quoil"	3
"quota"	1
"quote"	1
"quoted"	1
"qustus"	1
"rabbit"	5
"rabbits"	6
"raccoon"	1
"race"	37
"races"	2
"racked"	1
"radiated"	1
"radicals"	1
"radicle"	1
"radii"	1
"radiis"	1
"raft"	1
"rafters"	7
"rage"	1
"ragged"	5
"raggedly"	1
"raging"	2
"rags"	4
"rail"	1
"railfenced"	1
"railfences"	1
"railroad"	29
"railroads"	7
"railroadwith"	1
"rails"	4
"rain"	36
"rainbow"	4
"rainbows"	2
"raindrops"	1
"rained"	3
"rainiest"	1
"rains"	3
"rainy"	5
"raise"	12
"raised"	17
"raisers"	1
"raises"	2
"raising"	4
"raisins"	1
"rake"	2
"raked"	1
"rakes"	1
"raleigh"	1
"ramble"	1
"rambled"	3
"rambler"	2
"rambles"	1
"rambling"	1
"ramparts"	1
"rams"	2
"ran"	9
"rang"	1
"range"	5
"ranged"	1
"ranges"	1
"ranging"	2
"rank"	8
"ranks"	4
"ranz"	1
"rapid"	4
"rapidly"	8
"rapt"	1
"rare"	15
"rarefies"	1
"rarely"	16
"rarer"	2
"rarest"	1
"rash"	1
"raspberries"	1
"rat"	1
"rate"	8
"ratea"	1
"rated"	1
"rates"	1
"rather"	45
"rations"	1
"rats"	1
"rattle"	5
"rattled"	1
"rattles"	2
"rattling"	2
"ravaged"	1
"ravines"	1
"raw"	3
"rawness"	1
"ray"	1
"rays"	8
"re"	1
"reach"	8
"reached"	8
"reaches"	6
"reaching"	3
"react"	1
"reacted"	1
"read"	65
"readable"	2
"reader"	7
"readers"	11
"readily"	2
"reading"	23
"reads"	1
"ready"	18
"real"	12
"realestate"	1
"realities"	2
"reality"	10
"realization"	1
"realize"	4
"realized"	2
"really"	20
"realm"	1
"realometer"	1
"reaped"	1
"reapers"	1
"reappearing"	1
"rear"	7
"rearmost"	1
"reason"	20
"reasonable"	3
"reasonably"	1
"reasons"	4
"reawaken"	1
"rebel"	1
"rebels"	1
"recall"	1
"receded"	2
"receding"	1
"receipt"	2
"receive"	11
"received"	14
"receivedand"	1
"receiving"	3
"recent"	5
"recently"	5
"recess"	1
"recesses"	2
"recessit"	1
"recipe"	1
"reckless"	1
"reckon"	1
"reckoned"	1
"reckoning"	2
"reclaimed"	1
"recognition"	1
"recognize"	8
"recognized"	2
"recognizing"	1
"recollect"	1
"recollection"	2
"recommend"	1
"recommended"	2
"recommending"	1
"recommends"	2
"reconciled"	1
"reconnoitre"	1
"record"	3
"recorded"	6
"records"	1
"recover"	2
"recovered"	4
"recovering"	1
"recovers"	1
"recovery"	1
"recreate"	2
"recreating"	1
"recreation"	3
"recruit"	1
"rectitude"	2
"recurred"	1
"red"	19
"reddening"	1
"redding"	2
"reddish"	1
"redeem"	4
"redeemers"	1
"redhe"	1
"redistribute"	1
"redistributing"	2
"redistribution"	2
"redolent"	1
"redressing"	1
"redsquirrels"	2
"reduce"	3
"reduced"	3
"reduces"	1
"redwing"	2
"reedbirds"	1
"reefs"	2
"reel"	1
"reels"	1
"refer"	4
"references"	2
"referred"	10
"refers"	1
"refine"	1
"refined"	2
"refinement"	2
"refit"	1
"reflect"	4
"reflected"	18
"reflecting"	6
"reflection"	5
"reflections"	4
"reflects"	3
"reform"	6
"reformed"	1
"reformer"	3
"reformers"	5
"reformingthe"	1
"reforms"	1
"refreshed"	4
"refreshing"	1
"refuge"	3
"refund"	10
"refusal"	2
"refuse"	9
"refused"	2
"refuses"	2
"regal"	2
"regard"	14
"regarded"	10
"regarding"	4
"regardless"	1
"regards"	1
"region"	3
"regions"	4
"registered"	2
"regna"	1
"regret"	5
"regrets"	1
"regretted"	3
"regretting"	1
"regular"	13
"regularity"	6
"regularly"	7
"regulate"	3
"regulated"	1
"regulates"	1
"regulating"	2
"rei"	1
"reign"	2
"reigns"	2
"reins"	2
"reinvigorated"	1
"rejected"	2
"rejecting"	1
"rejoice"	3
"related"	6
"relates"	1
"relation"	4
"relations"	6
"relative"	1
"release"	2
"released"	2
"reliance"	2
"relic"	1
"relics"	2
"relief"	1
"relieve"	1
"relieved"	2
"religion"	7
"religious"	4
"religiously"	3
"relinquish"	1
"relinquished"	1
"relinquishing"	1
"relish"	1
"relishfor"	1
"rely"	1
"remain"	8
"remainder"	2
"remained"	2
"remaining"	7
"remains"	6
"remark"	2
"remarkable"	18
"remarkably"	6
"remarked"	2
"remedies"	1
"remedy"	4
"remedying"	1
"remember"	26
"remembered"	8
"remembering"	1
"remembers"	3
"remembrance"	2
"remind"	1
"reminded"	12
"reminding"	4
"reminds"	1
"reminiscence"	1
"reminiscences"	1
"remissness"	1
"remnant"	1
"remnants"	1
"remote"	8
"remoteness"	4
"removal"	2
"remove"	2
"removed"	6
"removing"	1
"remunerate"	1
"renamed"	1
"render"	1
"rendered"	2
"renders"	1
"renew"	1
"rent"	11
"rents"	1
"reorigination"	1
"repair"	4
"repairs"	1
"repast"	1
"repastination"	1
"repeat"	1
"repeated"	3
"repeatedly"	1
"repeating"	2
"repeats"	2
"repent"	1
"repeopled"	1
"repetition"	1
"replace"	1
"replacement"	5
"replied"	2
"reply"	3
"report"	1
"reported"	5
"reporter"	2
"reports"	4
"repose"	4
"reposes"	1
"represent"	3
"representations"	1
"representative"	2
"represented"	6
"represents"	1
"reprints"	1
"reproach"	2
"reproof"	2
"reproofs"	1
"reprove"	1
"reptile"	2
"republicans"	1
"repudiation"	1
"repugnance"	1
"reputation"	2
"request"	3
"requested"	1
"requiem"	1
"require"	11
"required"	14
"requirements"	4
"requires"	13
"requireswho"	1
"requisitions"	2
"rescue"	4
"research"	2
"resemble"	2
"resembled"	1
"resembling"	1
"reserved"	2
"reservedly"	2
"reside"	2
"residence"	2
"residual"	1
"resign"	3
"resignation"	2
"resigned"	2
"resist"	9
"resistance"	1
"resisted"	2
"resisting"	3
"resistless"	1
"resolute"	1
"resolutely"	1
"resolution"	4
"resolve"	2
"resolved"	7
"resolves"	1
"resonance"	1
"resort"	2
"resorted"	2
"resound"	4
"resounded"	3
"resounding"	1
"resounds"	1
"resources"	1
"respect"	35
"respectable"	9
"respected"	4
"respective"	1
"respectively"	1
"respects"	16
"respite"	1
"resplendent"	1
"responded"	1
"responses"	1
"responsibility"	2
"responsible"	1
"rest"	44
"rested"	2
"resting"	3
"restingplace"	1
"restless"	7
"restlessness"	1
"restore"	2
"restored"	1
"restoring"	1
"restrain"	1
"restrained"	1
"restricted"	1
"restrictions"	2
"result"	13
"results"	6
"resume"	2
"resumed"	2
"resurrection"	1
"retain"	9
"retained"	4
"retainer"	1
"retains"	1
"retard"	1
"retarded"	1
"reticulatus"	1
"retinue"	1
"retired"	4
"retirement"	2
"retires"	1
"retracting"	1
"retreat"	6
"retreated"	4
"return"	14
"returned"	9
"returning"	7
"returns"	2
"reuse"	2
"reveal"	5
"revealed"	5
"reveals"	1
"revel"	1
"revelation"	2
"revelations"	1
"revenge"	1
"revenue"	1
"reverence"	6
"reverenced"	1
"reverencing"	1
"reverend"	1
"reverently"	2
"reversed"	1
"revery"	1
"review"	1
"reviews"	1
"revising"	1
"revisit"	2
"revive"	1
"revived"	1
"revives"	1
"reviving"	1
"revolution"	7
"revolutionary"	1
"revolutionize"	1
"revolutions"	1
"revolve"	1
"reward"	2
"reynard"	1
"rhetoric"	1
"rhine"	1
"rhus"	2
"rhyme"	1
"rhymes"	1
"ribbed"	2
"ribbon"	3
"ribs"	1
"ricardo"	1
"rice"	6
"rich"	25
"richer"	4
"riches"	3
"richest"	6
"ricochet"	1
"rid"	4
"ridden"	1
"ride"	5
"rider"	1
"rides"	1
"ridge"	3
"ridges"	2
"ridiculous"	2
"riding"	2
"rife"	1
"rifles"	1
"rifts"	1
"right"	51
"rightchanges"	1
"righted"	1
"rightfully"	2
"rightly"	1
"rights"	2
"rigid"	1
"rigmarole"	1
"rill"	1
"rills"	3
"rime"	2
"rind"	1
"ring"	9
"rings"	5
"riot"	1
"ripe"	6
"ripened"	3
"ripeness"	1
"ripens"	1
"ripped"	1
"ripple"	6
"rippled"	3
"ripples"	3
"rippling"	5
"rise"	20
"risen"	7
"rises"	5
"rising"	16
"risks"	2
"rites"	1
"river"	24
"rivers"	7
"rivet"	1
"rivulets"	1
"roach"	1
"road"	33
"roadside"	1
"roam"	2
"roar"	2
"roars"	1
"roast"	2
"roasted"	1
"roasting"	1
"robbed"	1
"robber"	1
"robbery"	3
"robbing"	3
"robe"	2
"robin"	4
"robinhood"	1
"robinson"	1
"robs"	1
"robust"	3
"rock"	8
"rocks"	5
"rod"	10
"rodgers"	1
"rods"	28
"roiling"	1
"roll"	2
"rolled"	6
"rolling"	3
"rolls"	2
"roman"	5
"romance"	1
"romans"	2
"rome"	4
"roof"	19
"roofed"	1
"roofs"	1
"room"	26
"roommate"	1
"rooms"	1
"roost"	2
"roostsno"	1
"root"	16
"rooted"	1
"roots"	14
"rope"	4
"rose"	10
"rosettes"	1
"rot"	3
"rotted"	1
"rotten"	5
"rough"	3
"roughly"	1
"round"	49
"roundabout"	1
"rounded"	4
"roundfor"	1
"rounding"	1
"rounds"	1
"roused"	1
"rout"	3
"route"	5
"routes"	2
"routine"	3
"roving"	1
"row"	7
"rows"	5
"royalties"	2
"royalty"	3
"rub"	1
"rubbed"	1
"rubber"	1
"rubbing"	2
"ruddy"	2
"rude"	6
"rudely"	1
"ruder"	2
"rudest"	2
"rudiment"	1
"rudimental"	1
"ruffled"	2
"rug"	1
"ruin"	5
"ruined"	2
"ruinous"	1
"ruins"	3
"rule"	9
"ruler"	1
"rulers"	4
"rules"	6
"rum"	2
"rumble"	2
"rumbling"	2
"rumford"	1
"rumor"	3
"run"	42
"runaway"	2
"rung"	1
"running"	10
"runs"	6
"rupture"	1
"rush"	4
"rushes"	4
"russet"	2
"russia"	1
"rust"	1
"rustic"	2
"rustle"	2
"rustling"	5
"rusty"	2
"ruthlessly"	2
"ruts"	2
"rye"	9
"ryeandindian"	1
"s"	2
"sabbath"	2
"saccharine"	1
"sacontala"	1
"sacrament"	1
"sacred"	11
"sacredness"	1
"sacrifice"	4
"sacrificed"	3
"sacrifices"	4
"sacrificing"	1
"sad"	5
"saddens"	2
"saddlebow"	1
"sadi"	1
"sadly"	2
"sadness"	1
"safe"	7
"safely"	7
"safest"	2
"safety"	3
"sagacity"	1
"sage"	1
"sages"	1
"sahara"	1
"said"	81
"saidif"	1
